Kecamatan,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Hadap,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Alamat,Tipe Iklan,Aksesibilitas,NJOP_Rp_per_m2,Tingkat_Keamanan
Wiyung,3,2,225,200,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Barat Laut,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.182, Surabaya (-7.262859, 112.641668)",Dijual,Baik,1000000.0,Tinggi
Wiyung,3,2,225,200,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Ya,,"Jl. Wiyung Raya No.26, Surabaya (-7.251117, 112.721529)",Dijual,Buruk,1000000.0,Rendah
Wiyung,3,2,225,200,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Timur,Ya,2 Mobil,PAM atau PDAM,Ya,Butuh Renovasi,"Jl. Wiyung Raya No.75, Surabaya (-7.233124, 112.751792)",Keduanya,Baik,1000000.0,Tinggi
Wiyung,3,2,225,200,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.108, Surabaya (-7.329673, 112.685948)",Keduanya,Baik,1000000.0,Rendah
Wiyung,4,3,225,160,SHM - Sertifikat Hak Milik,,Ya,Ya,Unfurnished,1.0,,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus,"Jl. Wiyung Raya No.168, Surabaya (-7.387425, 112.795536)",Disewa,Buruk,1000000.0,Tinggi
Rungkut,5,3,231,175,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.43, Surabaya (-7.275488, 112.611445)",Dijual,Baik,1032000.0,Rendah
Rungkut,4,1,231,150,SHM - Sertifikat Hak Milik,,,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Rungkut Raya No.150, Surabaya (-7.362266, 112.717832)",Keduanya,Buruk,1032000.0,Tinggi
Rungkut,4,1,231,150,SHM - Sertifikat Hak Milik,4400.0,,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.148, Surabaya (-7.286191, 112.71672)",Dijual,Baik,1032000.0,Tinggi
Sukolilo,4,4,240,200,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,2.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Sukolilo Raya No.8, Surabaya (-7.252098, 112.607259)",Keduanya,Baik,1000000.0,Tinggi
Wiyung,4,3,240,200,SHM - Sertifikat Hak Milik,4400.0,,,Unfurnished,2.0,,,,,,Baru,"Jl. Wiyung Raya No.29, Surabaya (-7.243272, 112.644914)",Disewa,Baik,1000000.0,Tinggi
Sukomanunggal,2,2,250,250,SHM - Sertifikat Hak Milik,,Ya,Ya,Unfurnished,1.0,,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sukomanunggal Raya No.40, Surabaya (-7.339632, 112.781109)",Disewa,Baik,1000000.0,Rendah
Tambaksari,4,4,250,600,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,2.0,Utara,Ya,,PAM atau PDAM,Tidak,Butuh Renovasi,"Jl. Tambaksari Raya No.158, Surabaya (-7.297513, 112.708903)",Dijual,Baik,1032000.0,Tinggi
Mulyorejo,5,3,252,230,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Mulyorejo Raya No.128, Surabaya (-7.275807, 112.687277)",Dijual,Baik,1000000.0,Tinggi
Mulyorejo,5,3,252,230,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Mulyorejo Raya No.84, Surabaya (-7.236104, 112.683099)",Keduanya,Buruk,1000000.0,Tinggi
Mulyorejo,5,3,252,230,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Mulyorejo Raya No.116, Surabaya (-7.247722, 112.777632)",Keduanya,Baik,1000000.0,Rendah
Mulyorejo,5,3,252,230,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Mulyorejo Raya No.183, Surabaya (-7.202405, 112.673406)",Keduanya,Baik,1000000.0,Tinggi
Tambaksari,3,2,252,240,SHM - Sertifikat Hak Milik,3500.0,,Ya,Unfurnished,1.0,Timur,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Tambaksari Raya No.144, Surabaya (-7.398383, 112.771833)",Dijual,Baik,1032000.0,Tinggi
Wonokromo,7,3,256,200,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Wonokromo Raya No.174, Surabaya (-7.312502, 112.661839)",Disewa,Baik,1032000.0,Tinggi
Sambikerep,7,3,260,468,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,1.0,Barat,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.62, Surabaya (-7.348791, 112.706301)",Disewa,Baik,1000000.0,Tinggi
Sambikerep,3,2,261,188,SHM - Sertifikat Hak Milik,6600.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.7, Surabaya (-7.376021, 112.628764)",Dijual,Baik,1000000.0,Rendah
Tambaksari,2,2,262,200,SHM - Sertifikat Hak Milik,2200.0,,,Unfurnished,1.0,,,,,,Butuh Renovasi,"Jl. Tambaksari Raya No.45, Surabaya (-7.217697, 112.765006)",Disewa,Baik,1032000.0,Tinggi
Tambaksari,2,2,262,200,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Butuh Renovasi,"Jl. Tambaksari Raya No.187, Surabaya (-7.200408, 112.747195)",Dijual,Baik,1032000.0,Tinggi
Tambaksari,2,2,262,200,SHM - Sertifikat Hak Milik,2200.0,,,Unfurnished,1.0,,,,,,Butuh Renovasi,"Jl. Tambaksari Raya No.184, Surabaya (-7.363881, 112.706019)",Keduanya,Baik,1032000.0,Tinggi
Wiyung,3,2,263,268,HGB - Hak Guna Bangunan,2200.0,,,Unfurnished,1.0,,,,,,Bagus Sekali,"Jl. Wiyung Raya No.176, Surabaya (-7.392313, 112.60518)",Dijual,Baik,1000000.0,Rendah
Tenggilis mejoyo,3,4,264,150,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Tenggilis Mejoyo Raya No.155, Surabaya (-7.344989, 112.696251)",Disewa,Baik,1000000.0,Tinggi
Wiyung,4,3,267,170,SHM - Sertifikat Hak Milik,3300.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,3 Mobil,PAM atau PDAM,Ya,Bagus,"Jl. Wiyung Raya No.181, Surabaya (-7.233028, 112.645039)",Dijual,Buruk,1000000.0,Rendah
Wiyung,3,2,267,175,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,,PAM atau PDAM,Ya,Butuh Renovasi,"Jl. Wiyung Raya No.88, Surabaya (-7.341222, 112.682675)",Dijual,Baik,1000000.0,Tinggi
Wiyung,5,3,289,250,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.73, Surabaya (-7.38862, 112.771285)",Dijual,Baik,1000000.0,Rendah
Wiyung,5,3,289,250,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.163, Surabaya (-7.389502, 112.753921)",Dijual,Baik,1000000.0,Rendah
Wiyung,5,3,289,250,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.179, Surabaya (-7.314515, 112.648391)",Disewa,Baik,1000000.0,Tinggi
Gubeng,2,1,297,297,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Gubeng Raya No.37, Surabaya (-7.213635, 112.796991)",Keduanya,Baik,1147000.0,Rendah
Gubeng,2,1,297,297,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Gubeng Raya No.119, Surabaya (-7.342816, 112.780642)",Disewa,Buruk,1147000.0,Tinggi
Rungkut,3,3,300,119,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,,PAM atau PDAM,Tidak,Butuh Renovasi,"Jl. Rungkut Raya No.57, Surabaya (-7.314568, 112.705735)",Disewa,Baik,1032000.0,Tinggi
Rungkut,3,3,300,119,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Ya,Tidak,Unfurnished,1.0,Selatan,Tidak,2 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi,"Jl. Rungkut Raya No.8, Surabaya (-7.379613, 112.70603)",Keduanya,Baik,1032000.0,Rendah
Rungkut,3,1,300,325,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Barat,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.95, Surabaya (-7.301285, 112.780253)",Disewa,Baik,1032000.0,Tinggi
Tenggilis mejoyo,7,2,300,200,SHM - Sertifikat Hak Milik,3500.0,,Tidak,Unfurnished,1.0,Tenggara,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Tenggilis Mejoyo Raya No.117, Surabaya (-7.260691, 112.727229)",Keduanya,Baik,1000000.0,Tinggi
Tenggilis mejoyo,5,3,300,100,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,,"Jl. Tenggilis Mejoyo Raya No.110, Surabaya (-7.34577, 112.707338)",Keduanya,Buruk,1000000.0,Tinggi
Wiyung,4,1,300,300,SHM - Sertifikat Hak Milik,3500.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,,,Tidak,Bagus Sekali,"Jl. Wiyung Raya No.20, Surabaya (-7.340658, 112.74983)",Dijual,Baik,1000000.0,Tinggi
Rungkut,4,2,325,172,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Barat,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.124, Surabaya (-7.231605, 112.647019)",Disewa,Baik,1032000.0,Rendah
Rungkut,4,2,325,172,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Barat,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.53, Surabaya (-7.397927, 112.775675)",Keduanya,Baik,1032000.0,Tinggi
Tenggilis mejoyo,3,2,342,342,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Tenggilis Mejoyo Raya No.119, Surabaya (-7.272706, 112.706283)",Disewa,Baik,1000000.0,Rendah
Wiyung,4,4,357,318,HGB - Hak Guna Bangunan,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Wiyung Raya No.12, Surabaya (-7.321223, 112.7207)",Disewa,Baik,1000000.0,Tinggi
Tambaksari,4,3,360,250,"Lainnya (PPJB,Girik,Adat,dll)",3500.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,,,Tidak,Bagus Sekali,"Jl. Tambaksari Raya No.177, Surabaya (-7.340324, 112.617989)",Keduanya,Buruk,1032000.0,Tinggi
Wiyung,4,3,375,375,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.17, Surabaya (-7.268481, 112.661902)",Dijual,Baik,1000000.0,Tinggi
Wiyung,5,4,387,500,HGB - Hak Guna Bangunan,4400.0,,Tidak,Unfurnished,2.0,Utara,Tidak,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Wiyung Raya No.64, Surabaya (-7.233066, 112.685347)",Keduanya,Baik,1000000.0,Tinggi
Kenjeran,3,2,390,250,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Utara,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Kenjeran Raya No.42, Surabaya (-7.288322, 112.682782)",Dijual,Baik,1032000.0,Tinggi
Tandes,2,1,753,270,HGB - Hak Guna Bangunan,3300.0,Tidak,Tidak,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Tandes Raya No.94, Surabaya (-7.393781, 112.755657)",Keduanya,Baik,1000000.0,Tinggi
Kenjeran,2,2,96,135,"Lainnya (PPJB,Girik,Adat,dll)",3500.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Kenjeran Raya No.157, Surabaya (-7.30772, 112.656464)",Keduanya,Baik,1032000.0,Tinggi
Kenjeran,2,2,96,135,"Lainnya (PPJB,Girik,Adat,dll)",3500.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Kenjeran Raya No.147, Surabaya (-7.307448, 112.636422)",Dijual,Baik,1032000.0,Tinggi
Kenjeran,3,2,200,180,SHM - Sertifikat Hak Milik,3500.0,,Tidak,Unfurnished,1.0,Barat,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Kenjeran Raya No.11, Surabaya (-7.29124, 112.716523)",Dijual,Baik,1032000.0,Tinggi
Wiyung,2,2,75,66,HGB - Hak Guna Bangunan,1300.0,,,Unfurnished,2.0,Selatan,,,,,Baru,"Jl. Wiyung Raya No.98, Surabaya (-7.265808, 112.723003)",Disewa,Baik,1000000.0,Tinggi
Kenjeran,4,3,96,180,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Baru,"Jl. Kenjeran Raya No.178, Surabaya (-7.396136, 112.624317)",Keduanya,Buruk,1032000.0,Tinggi
Wiyung,2,1,105,100,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.71, Surabaya (-7.299597, 112.600494)",Disewa,Baik,1000000.0,Rendah
Wiyung,6,3,112,200,SHM - Sertifikat Hak Milik,,,Tidak,Unfurnished,2.0,Selatan,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.108, Surabaya (-7.282338, 112.78353)",Disewa,Baik,1000000.0,Tinggi
Wiyung,5,4,114,190,HGB - Hak Guna Bangunan,3500.0,,,Unfurnished,3.0,Utara,,,,,Baru,"Jl. Wiyung Raya No.58, Surabaya (-7.331329, 112.615927)",Dijual,Baik,1000000.0,Tinggi
Sukolilo,3,3,120,170,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Sukolilo Raya No.34, Surabaya (-7.266327, 112.779573)",Dijual,Baik,1000000.0,Rendah
Sukomanunggal,4,3,126,180,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,,,Tidak,Bagus,"Jl. Sukomanunggal Raya No.20, Surabaya (-7.354364, 112.679843)",Disewa,Baik,1000000.0,Tinggi
Gubeng,4,3,135,240,SHM - Sertifikat Hak Milik,4400.0,,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Gubeng Raya No.50, Surabaya (-7.336526, 112.730611)",Dijual,Buruk,1147000.0,Tinggi
Sukolilo,4,3,135,210,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Baru,"Jl. Sukolilo Raya No.102, Surabaya (-7.207449, 112.637123)",Keduanya,Baik,1000000.0,Rendah
Sukolilo,4,3,135,210,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Sukolilo Raya No.138, Surabaya (-7.330386, 112.764783)",Dijual,Baik,1000000.0,Tinggi
Wiyung,2,1,135,120,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.160, Surabaya (-7.3307, 112.636039)",Dijual,Baik,1000000.0,Tinggi
Mulyorejo,4,4,136,200,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,,Tidak,2 Mobil,,Tidak,Baru,"Jl. Mulyorejo Raya No.52, Surabaya (-7.280864, 112.677302)",Keduanya,Baik,1000000.0,Tinggi
Mulyorejo,4,4,136,200,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Mulyorejo Raya No.15, Surabaya (-7.205805, 112.647605)",Dijual,Baik,1000000.0,Rendah
Mulyorejo,4,4,136,200,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Mulyorejo Raya No.84, Surabaya (-7.203384, 112.767501)",Disewa,Buruk,1000000.0,Rendah
Mulyorejo,4,4,136,200,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Mulyorejo Raya No.131, Surabaya (-7.284068, 112.771667)",Disewa,Baik,1000000.0,Rendah
Mulyorejo,4,4,136,200,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Mulyorejo Raya No.37, Surabaya (-7.399783, 112.674406)",Disewa,Baik,1000000.0,Tinggi
Kenjeran,3,3,144,160,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus,"Jl. Kenjeran Raya No.126, Surabaya (-7.219869, 112.661476)",Dijual,Baik,1032000.0,Tinggi
Sukolilo,4,3,150,220,SHM - Sertifikat Hak Milik,3500.0,,,Unfurnished,2.0,,,,,,Bagus,"Jl. Sukolilo Raya No.40, Surabaya (-7.285952, 112.754713)",Dijual,Baik,1000000.0,Tinggi
Sambikerep,3,3,165,165,SHM - Sertifikat Hak Milik,5500.0,,,Unfurnished,2.0,Barat,,,,,Bagus,"Jl. Sambikerep Raya No.72, Surabaya (-7.326801, 112.775702)",Dijual,Baik,1000000.0,Tinggi
Wiyung,4,3,175,235,SHM - Sertifikat Hak Milik,2200.0,,,Unfurnished,2.0,Utara,,,,,Baru,"Jl. Wiyung Raya No.40, Surabaya (-7.234161, 112.724804)",Disewa,Buruk,1000000.0,Rendah
Lakarsantri,5,6,180,240,HGB - Hak Guna Bangunan,3500.0,,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Lakarsantri Raya No.56, Surabaya (-7.320034, 112.785481)",Dijual,Baik,1000000.0,Tinggi
Jambangan,6,2,189,100,SHM - Sertifikat Hak Milik,4400.0,Tidak,Tidak,Unfurnished,1.0,Timur,Tidak,,Sumur Bor,Tidak,Bagus,"Jl. Jambangan Raya No.151, Surabaya (-7.393191, 112.676609)",Keduanya,Buruk,1000000.0,Tinggi
Sambikerep,4,3,240,150,HGB - Hak Guna Bangunan,,,Tidak,Unfurnished,1.0,Utara,Tidak,,,Tidak,Bagus,"Jl. Sambikerep Raya No.104, Surabaya (-7.235786, 112.630377)",Dijual,Buruk,1000000.0,Tinggi
Wiyung,4,3,240,220,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.139, Surabaya (-7.290828, 112.635929)",Disewa,Baik,1000000.0,Tinggi
Kenjeran,4,3,285,250,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,,Tidak,Bagus,"Jl. Kenjeran Raya No.110, Surabaya (-7.332371, 112.733966)",Keduanya,Baik,1032000.0,Tinggi
Wonocolo,2,1,300,100,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wonocolo Raya No.192, Surabaya (-7.349822, 112.681505)",Keduanya,Baik,1000000.0,Tinggi
Wiyung,3,2,310,160,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Tidak,Tidak,Unfurnished,1.0,Barat,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.136, Surabaya (-7.281241, 112.631263)",Disewa,Buruk,1000000.0,Tinggi
Tenggilis mejoyo,5,3,325,325,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,1.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi,"Jl. Tenggilis Mejoyo Raya No.93, Surabaya (-7.35839, 112.658445)",Keduanya,Baik,1000000.0,Tinggi
Tambaksari,3,2,350,249,SHM - Sertifikat Hak Milik,13200.0,Tidak,Tidak,Unfurnished,1.0,Barat,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Tambaksari Raya No.94, Surabaya (-7.33523, 112.706121)",Keduanya,Baik,1032000.0,Rendah
Wonokromo,3,2,144,200,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,2.0,,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wonokromo Raya No.56, Surabaya (-7.272694, 112.624289)",Keduanya,Baik,1032000.0,Rendah
Sukolilo,3,1,160,88,SHM - Sertifikat Hak Milik,3500.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sukolilo Raya No.60, Surabaya (-7.223691, 112.600688)",Keduanya,Baik,1000000.0,Tinggi
Sambikerep,3,2,90,97,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.138, Surabaya (-7.293422, 112.78346)",Keduanya,Baik,1000000.0,Rendah
Wiyung,3,2,90,90,SHM - Sertifikat Hak Milik,,Ya,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,,Tidak,Bagus,"Jl. Wiyung Raya No.39, Surabaya (-7.248179, 112.660972)",Dijual,Baik,1000000.0,Tinggi
Wonokromo,2,2,91,91,SHM - Sertifikat Hak Milik,2200.0,,,Unfurnished,1.0,,,,,,Butuh Renovasi,"Jl. Wonokromo Raya No.28, Surabaya (-7.247388, 112.6443)",Disewa,Baik,1032000.0,Tinggi
Wiyung,3,3,98,138,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Wiyung Raya No.49, Surabaya (-7.267129, 112.739696)",Disewa,Buruk,1000000.0,Tinggi
Wiyung,4,4,105,138,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Wiyung Raya No.164, Surabaya (-7.350832, 112.770681)",Dijual,Baik,1000000.0,Tinggi
Wiyung,3,4,105,138,"Lainnya (PPJB,Girik,Adat,dll)",4400.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Wiyung Raya No.125, Surabaya (-7.226642, 112.726456)",Dijual,Baik,1000000.0,Tinggi
Sambikerep,3,3,108,150,"Lainnya (PPJB,Girik,Adat,dll)",3500.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.13, Surabaya (-7.312745, 112.650897)",Disewa,Buruk,1000000.0,Tinggi
Sambikerep,3,3,108,150,"Lainnya (PPJB,Girik,Adat,dll)",3500.0,,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.36, Surabaya (-7.391158, 112.772327)",Disewa,Baik,1000000.0,Tinggi
Sambikerep,3,3,108,150,"Lainnya (PPJB,Girik,Adat,dll)",3500.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.101, Surabaya (-7.351077, 112.702085)",Dijual,Buruk,1000000.0,Tinggi
Sambikerep,3,2,108,125,SHM - Sertifikat Hak Milik,,,,Unfurnished,2.0,,,,,,Baru,"Jl. Sambikerep Raya No.26, Surabaya (-7.24689, 112.676238)",Dijual,Baik,1000000.0,Tinggi
Mulyorejo,4,3,112,150,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Barat,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Mulyorejo Raya No.86, Surabaya (-7.386173, 112.720945)",Keduanya,Baik,1000000.0,Tinggi
Mulyorejo,4,3,112,160,"Lainnya (PPJB,Girik,Adat,dll)",,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Mulyorejo Raya No.4, Surabaya (-7.370527, 112.740122)",Dijual,Baik,1000000.0,Tinggi
Mulyorejo,4,3,112,160,"Lainnya (PPJB,Girik,Adat,dll)",,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Mulyorejo Raya No.82, Surabaya (-7.261155, 112.718766)",Dijual,Baik,1000000.0,Tinggi
Sambikerep,3,4,120,146,"Lainnya (PPJB,Girik,Adat,dll)",,,Tidak,Unfurnished,1.0,Selatan,Tidak,,,Tidak,Bagus,"Jl. Sambikerep Raya No.192, Surabaya (-7.22148, 112.784049)",Keduanya,Buruk,1000000.0,Tinggi
Sukolilo,3,3,120,90,SHM - Sertifikat Hak Milik,3500.0,,,Unfurnished,2.0,Selatan,,,,,Baru,"Jl. Sukolilo Raya No.166, Surabaya (-7.273254, 112.725604)",Keduanya,Baik,1000000.0,Tinggi
Sambikerep,3,3,124,146,HGB - Hak Guna Bangunan,3500.0,Ya,Ya,Unfurnished,3.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Sambikerep Raya No.127, Surabaya (-7.355542, 112.775716)",Disewa,Baik,1000000.0,Tinggi
