Nama_Aset,Lokasi,Luas_m2,Sertifikat,Lokasi_Pasti,Kondisi,Tipe_Iklan,NJOP_Rp_per_m2,Jumlah_Penduduk,Aksesibilitas
Sawahan,"Jl. Kiaracondong, Sawahan, Surabaya",1213,SHM,"Jl. Kiaracondong, Sawahan, Surabaya (-7.333963, 112.714155)",Second,Disewa,1032000.0,188693.0,Baik
Sukolilo,"Jl. Ahmad Yani, Sukolilo, Surabaya",1260,Belum Bersertifikat,"Jl. Ahmad Yani, Sukolilo, Surabaya (-7.282635, 112.771039)",Second,Disewa,,110557.0,Baik
Asemrowo,"Jl. Wonoayu, Asemrowo, Surabaya",1874,HGB,"Jl. Wonoayu, Asemrowo, Surabaya (-7.332075, 112.766113)",Second,Dijual,916000.0,45547.0,Baik
Tambaksari,"Gang Ciwastra, Tambaksari, Surabaya",1413,Belum Bersertifikat,"Gang Ciwastra, Tambaksari, Surabaya (-7.280605, 112.704397)",Second,Disewa/Dijual,,214966.0,Baik
Simokerto,"Jalan Cikutra Barat, Simokerto, Surabaya",1271,HGB,"Jalan Cikutra Barat, Simokerto, Surabaya (-7.327040, 112.783659)",Second,Disewa,,86897.0,Baik
Sukolilo,"Gang Jend. A. Yani, Sukolilo, Surabaya",716,SHM,"Gang Jend. A. Yani, Sukolilo, Surabaya (-7.338245, 112.724874)",Second,Dijual,,110557.0,Baik
Rungkut,"Jalan Lembong, Rungkut, Surabaya",767,Girik,"Jalan Lembong, Rungkut, Surabaya (-7.333472, 112.743223)",Second,Dijual,,123757.0,Baik
Genteng,"Jalan Jamika, Genteng, Surabaya",1671,Girik,"Jalan Jamika, Genteng, Surabaya (-7.349801, 112.766793)",Second,Disewa,,52924.0,Baik
Tambaksari,"Gg. Antapani Lama, Tambaksari, Surabaya",1372,SHM,"Gg. Antapani Lama, Tambaksari, Surabaya (-7.278126, 112.742942)",Second,Disewa/Dijual,,214966.0,Baik
Wonokromo,"Jl. Peta, Wonokromo, Surabaya",1448,SHM,"Jl. Peta, Wonokromo, Surabaya (-7.276760, 112.744129)",Second,Disewa,,144650.0,Baik
Bulak,"Jalan Raya Ujungberung, Bulak, Surabaya",940,SHM,"Jalan Raya Ujungberung, Bulak, Surabaya (-7.298507, 112.706563)",Second,Disewa,,43764.0,Baik
Lakarsantri,"Jalan Jamika, Lakarsantri, Surabaya",1020,HGB,"Jalan Jamika, Lakarsantri, Surabaya (-7.333864, 112.740144)",Second,Disewa/Dijual,,59256.0,Baik
Pabean Cantikan,"Jalan Abdul Muis, Pabean Cantikan, Surabaya",1703,Girik,"Jalan Abdul Muis, Pabean Cantikan, Surabaya (-7.341645, 112.776485)",Second,Disewa,,,Baik
Pakal,"Jalan Kapten Muslihat, Pakal, Surabaya",841,HGB,"Jalan Kapten Muslihat, Pakal, Surabaya (-7.348087, 112.791518)",Second,Disewa,,59971.0,Baik
Kenjeran,"Gang Suryakencana, Kenjeran, Surabaya",1713,Belum Bersertifikat,"Gang Suryakencana, Kenjeran, Surabaya (-7.333425, 112.741350)",Second,Disewa/Dijual,,181325.0,Baik
Benowo,"Jalan KH Amin Jasuta, Benowo, Surabaya",1250,Belum Bersertifikat,"Jalan KH Amin Jasuta, Benowo, Surabaya (-7.260914, 112.742359)",Second,Dijual,,69938.0,Buruk
Sukolilo,"Jalan Rajawali Barat, Sukolilo, Surabaya",1652,Girik,"Jalan Rajawali Barat, Sukolilo, Surabaya (-7.325846, 112.770263)",Second,Dijual,,110557.0,Baik
Lakarsantri,"Gg. Pasir Koja, Lakarsantri, Surabaya",1639,SHM,"Gg. Pasir Koja, Lakarsantri, Surabaya (-7.314573, 112.794277)",Second,Dijual,,59256.0,Baik
Tegalsari,"Gang M.T Haryono, Tegalsari, Surabaya",1692,HGB,"Gang M.T Haryono, Tegalsari, Surabaya (-7.339465, 112.726706)",Second,Dijual,,92014.0,Baik
Gubeng,"Gang Merdeka, Gubeng, Surabaya",1411,Belum Bersertifikat,"Gang Merdeka, Gubeng, Surabaya (-7.327764, 112.744014)",Second,Dijual,1147000.0,123961.0,Baik
Gubeng,"Gg. Suryakencana, Gubeng, Surabaya",914,Belum Bersertifikat,"Gg. Suryakencana, Gubeng, Surabaya (-7.298078, 112.779597)",Second,Disewa,1147000.0,123961.0,Baik
Tegalsari,"Jalan Raya Ujungberung, Tegalsari, Surabaya",1756,SHM,"Jalan Raya Ujungberung, Tegalsari, Surabaya (-7.289225, 112.760969)",Second,Disewa/Dijual,,92014.0,Baik
Pabean Cantikan,"Jalan Cikutra Barat, Pabean Cantikan, Surabaya",981,Girik,"Jalan Cikutra Barat, Pabean Cantikan, Surabaya (-7.325465, 112.711059)",Second,Dijual,,,Baik
Sukolilo,"Gg. Stasiun Wonokromo, Sukolilo, Surabaya",1618,Belum Bersertifikat,"Gg. Stasiun Wonokromo, Sukolilo, Surabaya (-7.344227, 112.762773)",Second,Disewa/Dijual,,110557.0,Baik
Genteng,"Gg. Pacuan Kuda, Genteng, Surabaya",1135,Girik,"Gg. Pacuan Kuda, Genteng, Surabaya (-7.310897, 112.718675)",Second,Dijual,,52924.0,Baik
Pakal,"Jl. Jakarta, Pakal, Surabaya",1815,Girik,"Jl. Jakarta, Pakal, Surabaya (-7.326580, 112.751022)",Second,Disewa,,59971.0,Baik
Semampir,"Gg. Suryakencana, Semampir, Surabaya",1291,Belum Bersertifikat,"Gg. Suryakencana, Semampir, Surabaya (-7.328045, 112.752910)",Second,Dijual,,172669.0,Baik
Sukolilo,"Jalan Ciumbuleuit, Sukolilo, Surabaya",1477,HGB,"Jalan Ciumbuleuit, Sukolilo, Surabaya (-7.254014, 112.787620)",Second,Dijual,,110557.0,Buruk
Pakal,"Jalan Suniaraja, Pakal, Surabaya",1020,Girik,"Jalan Suniaraja, Pakal, Surabaya (-7.288370, 112.746249)",Second,Disewa/Dijual,,59971.0,Baik
Semampir,"Gang Gardujati, Semampir, Surabaya",1541,SHM,"Gang Gardujati, Semampir, Surabaya (-7.294312, 112.727944)",Second,Disewa/Dijual,,172669.0,Baik
Karang Pilang,"Jl. Rawamangun, Karang Pilang, Surabaya",1009,Belum Bersertifikat,"Jl. Rawamangun, Karang Pilang, Surabaya (-7.308422, 112.723097)",Second,Disewa,862000.0,,Baik
Genteng,"Jalan S. Parman, Genteng, Surabaya",837,SHM,"Jalan S. Parman, Genteng, Surabaya (-7.307106, 112.787425)",Second,Disewa/Dijual,,52924.0,Baik
Sawahan,"Gang M.T Haryono, Sawahan, Surabaya",1263,HGB,"Gang M.T Haryono, Sawahan, Surabaya (-7.295909, 112.717101)",Second,Disewa/Dijual,1032000.0,188693.0,Baik
Gubeng,"Gang Suryakencana, Gubeng, Surabaya",1205,SHM,"Gang Suryakencana, Gubeng, Surabaya (-7.280357, 112.742587)",Second,Disewa/Dijual,1147000.0,123961.0,Baik
Sukolilo,"Jalan Asia Afrika, Sukolilo, Surabaya",1615,SHM,"Jalan Asia Afrika, Sukolilo, Surabaya (-7.279785, 112.718717)",Second,Disewa,,110557.0,Baik
Rungkut,"Jl. Stasiun Wonokromo, Rungkut, Surabaya",1325,Girik,"Jl. Stasiun Wonokromo, Rungkut, Surabaya (-7.332831, 112.777330)",Second,Disewa,,123757.0,Baik
Karang Pilang,"Jl. Ciumbuleuit, Karang Pilang, Surabaya",1913,SHM,"Jl. Ciumbuleuit, Karang Pilang, Surabaya (-7.299989, 112.747437)",Second,Disewa,862000.0,,Baik
Benowo,"Gg. Asia Afrika, Benowo, Surabaya",760,Belum Bersertifikat,"Gg. Asia Afrika, Benowo, Surabaya (-7.308804, 112.735114)",Second,Disewa/Dijual,,69938.0,Baik
Lakarsantri,"Gang Indragiri, Lakarsantri, Surabaya",1141,Girik,"Gang Indragiri, Lakarsantri, Surabaya (-7.262947, 112.736110)",Second,Disewa/Dijual,,59256.0,Buruk
Kenjeran,"Jalan Rawamangun, Kenjeran, Surabaya",1523,SHM,"Jalan Rawamangun, Kenjeran, Surabaya (-7.286858, 112.785221)",Second,Disewa,,181325.0,Baik
Semampir,"Jalan KH Amin Jasuta, Semampir, Surabaya",1275,Girik,"Jalan KH Amin Jasuta, Semampir, Surabaya (-7.296750, 112.755377)",Second,Disewa/Dijual,,172669.0,Baik
Tandes,"Gang Setiabudhi, Tandes, Surabaya",808,SHM,"Gang Setiabudhi, Tandes, Surabaya (-7.338461, 112.771787)",Second,Disewa/Dijual,,87511.0,Baik
Krembangan,"Jl. R.E Martadinata, Krembangan, Surabaya",1114,SHM,"Jl. R.E Martadinata, Krembangan, Surabaya (-7.289436, 112.789704)",Second,Dijual,,109027.0,Baik
Kenjeran,"Jalan Gegerkalong Hilir, Kenjeran, Surabaya",1020,SHM,"Jalan Gegerkalong Hilir, Kenjeran, Surabaya (-7.338280, 112.790174)",Second,Disewa,,181325.0,Baik
Dukuh Pakis,"Gg. Rajawali Timur, Dukuh Pakis, Surabaya",1001,SHM,"Gg. Rajawali Timur, Dukuh Pakis, Surabaya (-7.316279, 112.732851)",Second,Disewa,,56707.0,Baik
Benowo,"Jalan Suryakencana, Benowo, Surabaya",1249,SHM,"Jalan Suryakencana, Benowo, Surabaya (-7.335716, 112.795245)",Second,Disewa/Dijual,,69938.0,Baik
Benowo,"Gg. Kiaracondong, Benowo, Surabaya",1299,HGB,"Gg. Kiaracondong, Benowo, Surabaya (-7.280793, 112.702488)",Second,Disewa/Dijual,,69938.0,Baik
Wonokromo,"Jl. Kendalsari, Wonokromo, Surabaya",1903,HGB,"Jl. Kendalsari, Wonokromo, Surabaya (-7.329375, 112.737684)",Second,Dijual,,144650.0,Baik
Benowo,"Gg. Indragiri, Benowo, Surabaya",711,HGB,"Gg. Indragiri, Benowo, Surabaya (-7.310814, 112.789580)",Second,Disewa,,69938.0,Baik
Rungkut,"Gang Rajiman, Rungkut, Surabaya",1122,Girik,"Gang Rajiman, Rungkut, Surabaya (-7.260433, 112.727464)",Second,Disewa,,123757.0,Buruk
Bulak,"Gg. Kebonjati, Bulak, Surabaya",1682,SHM,"Gg. Kebonjati, Bulak, Surabaya (-7.329568, 112.727308)",Second,Disewa/Dijual,,43764.0,Baik
Wonokromo,"Jl. Cikutra Timur, Wonokromo, Surabaya",1075,Girik,"Jl. Cikutra Timur, Wonokromo, Surabaya (-7.299219, 112.730262)",Second,Disewa,,144650.0,Baik
Tandes,"Jalan Wonoayu, Tandes, Surabaya",1957,SHM,"Jalan Wonoayu, Tandes, Surabaya (-7.308073, 112.761231)",Second,Disewa/Dijual,,87511.0,Baik
Pakal,"Gang Ronggowarsito, Pakal, Surabaya",978,HGB,"Gang Ronggowarsito, Pakal, Surabaya (-7.348188, 112.743833)",Second,Dijual,,59971.0,Baik
Asemrowo,"Jl. Jayawijaya, Asemrowo, Surabaya",1410,HGB,"Jl. Jayawijaya, Asemrowo, Surabaya (-7.270724, 112.772673)",Second,Disewa/Dijual,916000.0,45547.0,Baik
Genteng,"Jalan Jend. Sudirman, Genteng, Surabaya",1507,Girik,"Jalan Jend. Sudirman, Genteng, Surabaya (-7.343095, 112.789491)",Second,Dijual,,52924.0,Baik
Krembangan,"Gang Cikapayang, Krembangan, Surabaya",1403,Girik,"Gang Cikapayang, Krembangan, Surabaya (-7.302574, 112.767420)",Second,Disewa/Dijual,,109027.0,Baik
Genteng,"Jl. Ciwastra, Genteng, Surabaya",1557,HGB,"Jl. Ciwastra, Genteng, Surabaya (-7.293932, 112.720447)",Second,Dijual,,52924.0,Baik
Simokerto,"Gg. Cikapayang, Simokerto, Surabaya",1889,SHM,"Gg. Cikapayang, Simokerto, Surabaya (-7.287157, 112.793268)",Second,Dijual,,86897.0,Baik
Genteng,"Jalan Rumah Sakit, Genteng, Surabaya",1178,Belum Bersertifikat,"Jalan Rumah Sakit, Genteng, Surabaya (-7.281137, 112.726449)",Second,Disewa,,52924.0,Baik
Sukolilo,"Jl. Ahmad Dahlan, Sukolilo, Surabaya",909,Belum Bersertifikat,"Jl. Ahmad Dahlan, Sukolilo, Surabaya (-7.324673, 112.714989)",Second,Disewa/Dijual,,110557.0,Baik
Genteng,"Gg. Antapani Lama, Genteng, Surabaya",1740,SHM,"Gg. Antapani Lama, Genteng, Surabaya (-7.349002, 112.708997)",Second,Disewa,,52924.0,Baik
Rungkut,"Gg. Lembong, Rungkut, Surabaya",1544,Girik,"Gg. Lembong, Rungkut, Surabaya (-7.277656, 112.756338)",Second,Disewa,,123757.0,Baik
Semampir,"Jalan Suniaraja, Semampir, Surabaya",716,Girik,"Jalan Suniaraja, Semampir, Surabaya (-7.296434, 112.711376)",Second,Disewa/Dijual,,172669.0,Baik
Genteng,"Gang Pasirkoja, Genteng, Surabaya",750,Belum Bersertifikat,"Gang Pasirkoja, Genteng, Surabaya (-7.266388, 112.713878)",Second,Disewa,,52924.0,Buruk
Tambaksari,"Jl. Merdeka, Tambaksari, Surabaya",1807,Girik,"Jl. Merdeka, Tambaksari, Surabaya (-7.267861, 112.730003)",Second,Disewa,,214966.0,Buruk
Tegalsari,"Gang Kutisari Selatan, Tegalsari, Surabaya",860,Girik,"Gang Kutisari Selatan, Tegalsari, Surabaya (-7.265667, 112.728165)",Second,Disewa,,92014.0,Buruk
Pabean Cantikan,"Gg. Rungkut Industri, Pabean Cantikan, Surabaya",1020,SHM,"Gg. Rungkut Industri, Pabean Cantikan, Surabaya (-7.301491, 112.760424)",Second,Disewa/Dijual,,,Baik
Krembangan,"Jl. Pasteur, Krembangan, Surabaya",1943,Girik,"Jl. Pasteur, Krembangan, Surabaya (-7.316637, 112.781675)",Second,Disewa,,109027.0,Baik
Gubeng,"Jalan Rajawali Barat, Gubeng, Surabaya",1183,HGB,"Jalan Rajawali Barat, Gubeng, Surabaya (-7.270844, 112.776135)",Second,Disewa,1147000.0,123961.0,Baik
Simokerto,"Gg. Erlangga, Simokerto, Surabaya",1864,Belum Bersertifikat,"Gg. Erlangga, Simokerto, Surabaya (-7.304871, 112.726248)",Second,Disewa,,86897.0,Baik
Karang Pilang,"Jalan PHH. Mustofa, Karang Pilang, Surabaya",1727,HGB,"Jalan PHH. Mustofa, Karang Pilang, Surabaya (-7.331656, 112.724531)",Second,Disewa/Dijual,862000.0,,Baik
Asemrowo,"Gg. Monginsidi, Asemrowo, Surabaya",1531,HGB,"Gg. Monginsidi, Asemrowo, Surabaya (-7.264503, 112.796579)",Second,Dijual,916000.0,45547.0,Buruk
Karang Pilang,"Gg. Suniaraja, Karang Pilang, Surabaya",1003,Girik,"Gg. Suniaraja, Karang Pilang, Surabaya (-7.261744, 112.700824)",Second,Dijual,862000.0,,Buruk
Tambaksari,"Jl. Ciwastra, Tambaksari, Surabaya",1645,SHM,"Jl. Ciwastra, Tambaksari, Surabaya (-7.303369, 112.787972)",Second,Dijual,,214966.0,Baik
Bulak,"Jl. KH Amin Jasuta, Bulak, Surabaya",761,Girik,"Jl. KH Amin Jasuta, Bulak, Surabaya (-7.342430, 112.719973)",Second,Dijual,,43764.0,Baik
Dukuh Pakis,"Jl. Peta, Dukuh Pakis, Surabaya",1715,HGB,"Jl. Peta, Dukuh Pakis, Surabaya (-7.311217, 112.794728)",Second,Disewa,,56707.0,Baik
Wonokromo,"Jl. Cihampelas, Wonokromo, Surabaya",1383,Girik,"Jl. Cihampelas, Wonokromo, Surabaya (-7.269646, 112.734231)",Second,Disewa/Dijual,,144650.0,Buruk
Sukolilo,"Jalan Cikutra Barat, Sukolilo, Surabaya",1701,HGB,"Jalan Cikutra Barat, Sukolilo, Surabaya (-7.259823, 112.744035)",Second,Disewa,,110557.0,Buruk
Tambaksari,"Gg. Pasir Koja, Tambaksari, Surabaya",1938,Girik,"Gg. Pasir Koja, Tambaksari, Surabaya (-7.329653, 112.770712)",Second,Disewa/Dijual,,214966.0,Baik
Sawahan,"Jalan Jakarta, Sawahan, Surabaya",1144,HGB,"Jalan Jakarta, Sawahan, Surabaya (-7.343303, 112.758767)",Second,Disewa,1032000.0,188693.0,Baik
Karang Pilang,"Jalan Sukabumi, Karang Pilang, Surabaya",1699,Belum Bersertifikat,"Jalan Sukabumi, Karang Pilang, Surabaya (-7.262265, 112.731794)",Second,Dijual,862000.0,,Buruk
Gubeng,"Jalan Kapten Muslihat, Gubeng, Surabaya",1742,Girik,"Jalan Kapten Muslihat, Gubeng, Surabaya (-7.311060, 112.755383)",Second,Dijual,1147000.0,123961.0,Baik
Bulak,"Jalan Rajawali Barat, Bulak, Surabaya",707,Girik,"Jalan Rajawali Barat, Bulak, Surabaya (-7.295824, 112.773071)",Second,Disewa/Dijual,,43764.0,Baik
Sambikerep,"Gg. S. Parman, Sambikerep, Surabaya",1538,SHM,"Gg. S. Parman, Sambikerep, Surabaya (-7.253193, 112.704233)",Second,Disewa,,63778.0,Buruk
Pakal,"Gang Kendalsari, Pakal, Surabaya",1114,Belum Bersertifikat,"Gang Kendalsari, Pakal, Surabaya (-7.343344, 112.701120)",Second,Dijual,,59971.0,Baik
Tambaksari,"Gang Raya Ujungberung, Tambaksari, Surabaya",742,SHM,"Gang Raya Ujungberung, Tambaksari, Surabaya (-7.285168, 112.745807)",Second,Disewa/Dijual,,214966.0,Baik
Lakarsantri,"Jl. PHH. Mustofa, Lakarsantri, Surabaya",1396,Belum Bersertifikat,"Jl. PHH. Mustofa, Lakarsantri, Surabaya (-7.342589, 112.713184)",Second,Disewa,,59256.0,Baik
Bulak,"Gg. Lembong, Bulak, Surabaya",1897,Belum Bersertifikat,"Gg. Lembong, Bulak, Surabaya (-7.312453, 112.766434)",Second,Disewa/Dijual,,43764.0,Baik
Gubeng,"Gang Pelajar Pejuang, Gubeng, Surabaya",1798,Belum Bersertifikat,"Gang Pelajar Pejuang, Gubeng, Surabaya (-7.269619, 112.721405)",Second,Disewa,1147000.0,123961.0,Buruk
Sawahan,"Jl. Rawamangun, Sawahan, Surabaya",1176,HGB,"Jl. Rawamangun, Sawahan, Surabaya (-7.306653, 112.743285)",Second,Disewa,1032000.0,188693.0,Baik
Wonokromo,"Jalan Tebet Barat Dalam, Wonokromo, Surabaya",1741,SHM,"Jalan Tebet Barat Dalam, Wonokromo, Surabaya (-7.250282, 112.719767)",Second,Disewa,,144650.0,Buruk
Asemrowo,"Gang Waringin, Asemrowo, Surabaya",1959,SHM,"Gang Waringin, Asemrowo, Surabaya (-7.294094, 112.754848)",Second,Disewa/Dijual,916000.0,45547.0,Baik
Lakarsantri,"Jl. Cempaka, Lakarsantri, Surabaya",1646,SHM,"Jl. Cempaka, Lakarsantri, Surabaya (-7.317884, 112.711605)",Second,Disewa/Dijual,,59256.0,Baik
Sawahan,"Gg. Ciumbuleuit, Sawahan, Surabaya",1255,Belum Bersertifikat,"Gg. Ciumbuleuit, Sawahan, Surabaya (-7.327989, 112.702311)",Second,Disewa,1032000.0,188693.0,Baik
Sambikerep,"Jl. Jayawijaya, Sambikerep, Surabaya",1861,Girik,"Jl. Jayawijaya, Sambikerep, Surabaya (-7.314948, 112.705113)",Second,Dijual,,63778.0,Baik
Asemrowo,"Gg. Kutisari Selatan, Asemrowo, Surabaya",1356,SHM,"Gg. Kutisari Selatan, Asemrowo, Surabaya (-7.312747, 112.795426)",Second,Disewa,916000.0,45547.0,Baik
Krembangan,"Jalan Monginsidi, Krembangan, Surabaya",943,HGB,"Jalan Monginsidi, Krembangan, Surabaya (-7.343129, 112.714229)",Second,Disewa/Dijual,,109027.0,Baik
Karang Pilang,"Gang Jend. A. Yani, Karang Pilang, Surabaya",1262,Girik,"Gang Jend. A. Yani, Karang Pilang, Surabaya (-7.313043, 112.770848)",Second,Disewa,862000.0,,Baik
Kenjeran,"Jl. Gegerkalong Hilir, Kenjeran, Surabaya",1201,HGB,"Jl. Gegerkalong Hilir, Kenjeran, Surabaya (-7.303576, 112.706793)",Second,Disewa/Dijual,,181325.0,Baik
Asemrowo,"Jalan Kebonjati, Asemrowo, Surabaya",1352,SHM,"Jalan Kebonjati, Asemrowo, Surabaya (-7.277726, 112.710816)",Second,Disewa,916000.0,45547.0,Baik
Wonokromo,"Jl. Jend. Sudirman, Wonokromo, Surabaya",1609,Belum Bersertifikat,"Jl. Jend. Sudirman, Wonokromo, Surabaya (-7.284327, 112.750888)",Second,Disewa,,144650.0,Baik
Dukuh Pakis,"Jalan Wonoayu, Dukuh Pakis, Surabaya",1526,SHM,"Jalan Wonoayu, Dukuh Pakis, Surabaya (-7.279123, 112.746487)",Second,Dijual,,56707.0,Baik
Dukuh Pakis,"Jl. Erlangga, Dukuh Pakis, Surabaya",1340,Girik,"Jl. Erlangga, Dukuh Pakis, Surabaya (-7.349164, 112.795158)",Second,Dijual,,56707.0,Baik
Asemrowo,"Gang Jamika, Asemrowo, Surabaya",752,Girik,"Gang Jamika, Asemrowo, Surabaya (-7.328233, 112.794484)",Second,Disewa/Dijual,916000.0,45547.0,Baik
Sambikerep,"Gang S. Parman, Sambikerep, Surabaya",1335,SHM,"Gang S. Parman, Sambikerep, Surabaya (-7.283832, 112.777961)",Second,Disewa,,63778.0,Baik
Sambikerep,"Gang R.E Martadinata, Sambikerep, Surabaya",1258,SHM,"Gang R.E Martadinata, Sambikerep, Surabaya (-7.301601, 112.760210)",Second,Disewa/Dijual,,63778.0,Baik
Sambikerep,"Gang W.R. Supratman, Sambikerep, Surabaya",1171,SHM,"Gang W.R. Supratman, Sambikerep, Surabaya (-7.349469, 112.745496)",Second,Disewa,,63778.0,Baik
Tandes,"Gang Raya Setiabudhi, Tandes, Surabaya",1867,SHM,"Gang Raya Setiabudhi, Tandes, Surabaya (-7.269551, 112.735618)",Second,Disewa,,87511.0,Buruk
Krembangan,"Jalan Rumah Sakit, Krembangan, Surabaya",979,SHM,"Jalan Rumah Sakit, Krembangan, Surabaya (-7.272719, 112.794709)",Second,Disewa,,109027.0,Baik
Genteng,"Jl. Pelajar Pejuang, Genteng, Surabaya",959,Belum Bersertifikat,"Jl. Pelajar Pejuang, Genteng, Surabaya (-7.295158, 112.760291)",Second,Dijual,,52924.0,Baik
Dukuh Pakis,"Gang Asia Afrika, Dukuh Pakis, Surabaya",877,Belum Bersertifikat,"Gang Asia Afrika, Dukuh Pakis, Surabaya (-7.343354, 112.757907)",Second,Disewa/Dijual,,56707.0,Baik
Pakal,"Jalan Dipatiukur, Pakal, Surabaya",1656,HGB,"Jalan Dipatiukur, Pakal, Surabaya (-7.273348, 112.723190)",Second,Disewa,,59971.0,Baik
Dukuh Pakis,"Gg. Cikutra Barat, Dukuh Pakis, Surabaya",834,Girik,"Gg. Cikutra Barat, Dukuh Pakis, Surabaya (-7.291629, 112.704670)",Second,Disewa,,56707.0,Baik
Tandes,"Jl. Ronggowarsito, Tandes, Surabaya",879,SHM,"Jl. Ronggowarsito, Tandes, Surabaya (-7.271804, 112.794519)",Second,Disewa/Dijual,,87511.0,Baik
Gubeng,"Jalan Stasiun Wonokromo, Gubeng, Surabaya",1714,HGB,"Jalan Stasiun Wonokromo, Gubeng, Surabaya (-7.274825, 112.731374)",Second,Disewa/Dijual,1147000.0,123961.0,Baik
Simokerto,"Gang Rungkut Industri, Simokerto, Surabaya",1649,Girik,"Gang Rungkut Industri, Simokerto, Surabaya (-7.269700, 112.744259)",Second,Disewa,,86897.0,Buruk
Asemrowo,"Jalan Rajiman, Asemrowo, Surabaya",1612,Girik,"Jalan Rajiman, Asemrowo, Surabaya (-7.298199, 112.711464)",Second,Dijual,916000.0,45547.0,Baik
Benowo,"Gang Tebet Barat Dalam, Benowo, Surabaya",1170,Belum Bersertifikat,"Gang Tebet Barat Dalam, Benowo, Surabaya (-7.335968, 112.783692)",Second,Dijual,,69938.0,Baik
Wonokromo,"Gang Raya Ujungberung, Wonokromo, Surabaya",706,HGB,"Gang Raya Ujungberung, Wonokromo, Surabaya (-7.282884, 112.702763)",Second,Disewa,,144650.0,Baik
Asemrowo,"Jl. W.R. Supratman, Asemrowo, Surabaya",787,HGB,"Jl. W.R. Supratman, Asemrowo, Surabaya (-7.287953, 112.783399)",Second,Dijual,916000.0,45547.0,Baik
Sawahan,"Jl. Setiabudhi, Sawahan, Surabaya",1959,Belum Bersertifikat,"Jl. Setiabudhi, Sawahan, Surabaya (-7.275775, 112.714029)",Second,Disewa/Dijual,1032000.0,188693.0,Baik
Simokerto,"Gang M.T Haryono, Simokerto, Surabaya",1210,Girik,"Gang M.T Haryono, Simokerto, Surabaya (-7.333012, 112.788656)",Second,Dijual,,86897.0,Baik
Semampir,"Jalan Cikapayang, Semampir, Surabaya",1796,HGB,"Jalan Cikapayang, Semampir, Surabaya (-7.330502, 112.772977)",Second,Disewa/Dijual,,172669.0,Baik
Sambikerep,"Gang S. Parman, Sambikerep, Surabaya",1615,HGB,"Gang S. Parman, Sambikerep, Surabaya (-7.260959, 112.716467)",Second,Disewa/Dijual,,63778.0,Buruk
Lakarsantri,"Gg. Ahmad Yani, Lakarsantri, Surabaya",740,Belum Bersertifikat,"Gg. Ahmad Yani, Lakarsantri, Surabaya (-7.275002, 112.756582)",Second,Disewa/Dijual,,59256.0,Baik
Benowo,"Gang Jakarta, Benowo, Surabaya",1334,SHM,"Gang Jakarta, Benowo, Surabaya (-7.259177, 112.731266)",Second,Disewa/Dijual,,69938.0,Buruk
Dukuh Pakis,"Gang Asia Afrika, Dukuh Pakis, Surabaya",1480,Belum Bersertifikat,"Gang Asia Afrika, Dukuh Pakis, Surabaya (-7.274128, 112.717823)",Second,Dijual,,56707.0,Baik
Rungkut,"Jl. Monginsidi, Rungkut, Surabaya",1850,SHM,"Jl. Monginsidi, Rungkut, Surabaya (-7.290284, 112.785918)",Second,Disewa/Dijual,,123757.0,Baik
Sawahan,"Jl. Moch. Ramdan, Sawahan, Surabaya",711,HGB,"Jl. Moch. Ramdan, Sawahan, Surabaya (-7.284587, 112.740352)",Second,Disewa,1032000.0,188693.0,Baik
Krembangan,"Jl. Surapati, Krembangan, Surabaya",1305,Girik,"Jl. Surapati, Krembangan, Surabaya (-7.261087, 112.739854)",Second,Disewa/Dijual,,109027.0,Buruk
Tegalsari,"Gang Sukabumi, Tegalsari, Surabaya",976,SHM,"Gang Sukabumi, Tegalsari, Surabaya (-7.292119, 112.716989)",Second,Disewa,,92014.0,Baik
Pakal,"Gg. Sentot Alibasa, Pakal, Surabaya",1800,SHM,"Gg. Sentot Alibasa, Pakal, Surabaya (-7.286761, 112.738307)",Second,Disewa/Dijual,,59971.0,Baik
Asemrowo,"Jalan Bangka Raya, Asemrowo, Surabaya",1439,HGB,"Jalan Bangka Raya, Asemrowo, Surabaya (-7.334352, 112.787162)",Second,Disewa/Dijual,916000.0,45547.0,Baik
Pakal,"Gg. Pasteur, Pakal, Surabaya",738,Girik,"Gg. Pasteur, Pakal, Surabaya (-7.302608, 112.736313)",Second,Dijual,,59971.0,Baik
Gubeng,"Jalan Ahmad Yani, Gubeng, Surabaya",1251,HGB,"Jalan Ahmad Yani, Gubeng, Surabaya (-7.278360, 112.795160)",Second,Disewa/Dijual,1147000.0,123961.0,Baik
Kenjeran,"Gg. W.R. Supratman, Kenjeran, Surabaya",1274,SHM,"Gg. W.R. Supratman, Kenjeran, Surabaya (-7.322906, 112.794631)",Second,Disewa/Dijual,,181325.0,Baik
Lakarsantri,"Gg. Setiabudhi, Lakarsantri, Surabaya",735,Belum Bersertifikat,"Gg. Setiabudhi, Lakarsantri, Surabaya (-7.329775, 112.714490)",Second,Dijual,,59256.0,Baik
Wonokromo,"Gang Rajawali Barat, Wonokromo, Surabaya",1461,Belum Bersertifikat,"Gang Rajawali Barat, Wonokromo, Surabaya (-7.318617, 112.717731)",Second,Dijual,,144650.0,Baik
Tandes,"Jl. W.R. Supratman, Tandes, Surabaya",958,Girik,"Jl. W.R. Supratman, Tandes, Surabaya (-7.325850, 112.786267)",Second,Disewa,,87511.0,Baik
